text,topic
"«Барселона» хочет усилить свое нападение и рассматривает трансфер вингера «Наполи» Хвичи Кварацхелии, сообщает Mundo Deportivo.",sport
Греческий «Олимпиакос» на своем поле стадиона «Караискакис» примет венгерский «Ференцварош» в первом матче стыкового раунда Лиги конференций 15 февраля.,sport
«Аль-Иттихад» на выезде сыграл вничью с «Навбахором» в первом матче 1/8 финала азиатской Лиги чемпионов — 0:0.,sport
«Балтика» обыграла махачкалинское «Динамо» в товарищеском матче — 2:1.,sport
Норвежский «Молде» дома на стадионе «Акер» примет польскую «Легию» в первом матче стыкового раунда Лиги конференций 15 февраля.,sport
"«Реал» получил устное согласие на переход от защитника «Баварии» Альфонсо Дэвиса, сообщает Relevo.",sport
"Генеральный директор «Тосно» Вячеслав Матюшенко ответил на вопрос, когда команда планирует вернуться в профессиональный футбол.",sport
"Бывший полузащитник «Манчестер Юнайтед» Андрей Канчельскис рассказал, кого считает самыми влиятельными людьми в российском футболе.",sport
Главный тренер хайфского «Маккаби» Месай Дего планирует предоставить Даниилу Лесовому возможность дебютировать в стартовом составе в матче плей-офф Лиги конференций против «Гента».,sport
«Рубин» обыграл корейский клуб «Канвон» в товарищеском матче — 2:0.,sport
15 февраля «Милан» встретится с «Ренном» в первой стыковой игре плей-офф Лиги Европы.,sport
"Генеральный директор «Тосно» Вячеслав Матюшенко ответил на претензии бывших игроков команды, что им остались должны денег.",sport
"Бывший футболист «Спартака» Евгений Бушманов прокомментировал слухи о том, что защитник Виктор Мозес может покинуть московскую команду.",sport
Бывший главный тренер «Ромы» Жозе Моуринью высказался о своем увольнении из итальянского клуба.,sport
"Педро Альдаве, агент бывшего полузащитника «Спартака» Лоренсо Мельгарехо, заявил, что футболист был бы не против приехать на товарищеский матч между Россией и Парагваем.",sport
«Сочи» уступил «Нефтчи» из Ферганы (Узбекистан) в товарищеской встрече — 0:1.,sport
"Бывший форвард «Динамо» Кевин Кураньи рассказал, кем видит нападающего московской команды Федора Смолова после завершения карьеры.",sport
"Воспитанник академии «Локомотива» и бывший нападающий «Факела» Александр Долгов находится на просмотре в ЦСКА, сообщает Metaratings.ru.",sport
Бывший футболист «Торпедо» Владимир Сочнов поделился впечатлениями от игры «Спартака» в товарищеских матчах.,sport
Полузащитник «Реала» Браим Диас избежал травмы после первого матча 1/8 финала Лиги чемпионов против «Лейпцига» (1:0).,sport
"Александр Боннефон, агент полузащитника «Спартака» Кристофера Мартинса, не исключил возможности ухода футболиста из клуба в ближайшее время.",sport
Иранский «Сепахан» дома на стадионе «Накш-э-джахан» примет «Аль-Хиляль» из Саудовской Аравии в первом матче 1/8 финала Лиги чемпионов Азии 15 февраля.,sport
"Депутат Госдумы РФ Дмитрий Свищев рассказал, что думает об уголовном деле форварда «Спартака» Квинси Промеса.",sport
Бывший футболист «Зенита» Константин Лепехин оценил уровень сборной Парагвая.,sport
"В ближайшие время руководству «Интер Майами» необходимо будет сократить зарплатную ведомость клуба, сообщает The Athletic.",sport
"В среду, 14 февраля, в Арбитражном суде Москвы прошло заседание по иску экс-президента «Спартака» Андрея Червиченко к «Спорт-Экспрессу» и бывшему тренеру красно-белых Андрею Чернышову.",sport
15 февраля «Фейеноорд» и «Рома» выяснят отношения в первой стыковой игре плей-офф Лиги Европы.,sport
Депутат Госдумы РФ Дмитрий Свищев оценил вероятность возвращения пива на российские стадионы.,sport
Итальянский тренер Антонио Конте рассказал о своих отношениях с футболистами.,sport
Бывший полузащитник сборной России Евгений Алдонин оценил адаптацию полузащитника «Реал Сосьедад» Арсена Захаряна в испанском клубе.,sport
"Бывший капитан «Спартака» Денис Глушаков в интервью «СЭ» рассказал, как игроки «Ростова» приняли его на сборах.",sport
Исполнительный директор «Локомотива» из Загреба Деннис Гудасич в разговоре с «СЭ» прокомментировал информацию о возможном переходе нападающего Силвио Горичану в «Рубин».,sport
Экс-форвард сборной России Валерий Кечинов прокомментировал ситуацию вокруг нападающего «Спартака» Квинси Промеса.,sport
Экс-капитан «Спартака» Денис Глушаков в интервью «СЭ» ответил на вопрос о возможном продолжении карьеры в «Ростове».,sport
В ночь на 16 февраля «Интер Майами» на домашней арене «Драйв Пинк Стэдиум» в городе Форт-Лодердейл во Флориде проведет товарищеский матч с «Ньюэллз Олд Бойз».,sport
Игрок «Арсенала» Маркиньос Аленкар перейдет в «Флуминенсе» на правах аренды.,sport
Денис Глушаков в интервью «СЭ» прокомментировал решение суда Амстердама приговорить нападающего красно-белых Квинси Промеса к шести годам тюремного заключения.,sport
"Бывший тренер «Спартака» Валерий Гладилин оценил, кого может вызвать на тренировочный сбор наставник сборной России Валерий Карпин.",sport
"Главный тренер юниорской сборной Хорватии по футболу Роберт Ярни покинул свой пост за поддержку «Бетиса», который сыграет против загребского «Динамо» в Лиге конференций, сообщает официальный сайт Федерации футбола Хорватии (HNS).",sport
Бывший капитан «Спартака» Денис Глушаков в интервью «СЭ» ответил на вопрос о прошедших сборах с «Ростовом».,sport
Узбекский «Навбахор» дома на своем стадионе «Марказий» в городе Наманган примет «Аль-Иттихад» в первом матче 1/8 финала Лиги чемпионов Азии 15 февраля.,sport
"Выручка клубов Российской премьер-лиги (РПЛ) составила 1,050 миллиарда евро за сезон-2022/23, сообщается в УЕФА.",sport
"Главный тренер «Баварии» Томас Тухель может покинуть клуб в скором времени, сообщает журналист и инсайдер Флориан Плеттенберг в социальной сети Х (ранее Twitter).",sport
Игрок «Ахмата» Андрей Семенов поделился воспоминаниями о матче сборной России против Бельгии на чемпионате Европы 2020.,sport
"Болельщик «Челси» получил продолжительный запрет на посещение матчей, сообщает пресс-служба полиции Лондона в соцсети Х (ранее Twitter).",sport
Теннисист и болельщик «Реала» Рафаэль Надаль прокомментировал работу Флорентино Переса на посту президента мадридского клуба.,sport
Бывший форвард сборной России Дмитрий Булыкин отреагировал на выбор команды Парагвая в качестве очередного соперника для россиян для товарищеских матчей весной.,sport
Бывший тренер «Спартака» Валерий Гладилин оценил второго соперника для сборной России в товарищеском матче этой весной.,sport
Немецкий полузащитник «Реала» Тони Кроос поделился мнением о борьбе за чемпионский титул в нынешнем сезоне.,sport
Бывший нападающий «Динамо» Дмитрий Булыкин поделился мнением об игре российского полузащитника «Реал Сосьедад» Арсена Захаряна в первом матче 1/8 финала Лиги чемпионов с «ПСЖ».,sport
Экс-тренер «Айнтрахта» Оливер Гласнер может возглавить «Кристал Пэлас».,sport
"Бывший полузащитник «Кубани» Алексей Селин прокомментировал новость о том, что вингер «Зенита» Алексей Сутормин перешел на правах аренды в «Сочи».",sport
15 февраля «Милан» примет «Ренн» в первой стыковой игре плей-офф Лиги Европы.,sport
"Футболист «Ахмата» Андрей Семенов рассказал о том, как изменился Грозный за последнее время.",sport
"Полузащитник «Спартака» Константин Шильцов перейдет на правах аренды до конца сезона в «Нефтехимик», сообщает Sport24.",sport
Полузащитник «Баварии» Томас Мюллер не стал говорить о возможной отставке главного тренера команды Томаса Тухеля после поражения в матче 1/8 финала Лиги чемпионов с «Лацио» (1:0).,sport
В среду в первом матче 1/8 финала Лиги чемпионов «ПСЖ» победил дома «Реал Сосьедад» (2:0).,sport
"Главный тренер «Химок» Андрей Талалаев ответил на вопрос, останется ли казахстанский защитник Лев Скворцов в подмосковной команде.",sport
"Российский тренер Сергей Балахнин поделился мнением о том, нужно ли «Спартаку» еще усиливаться перед весенней частью текущего сезона РПЛ.",sport
"Бывший защитник «Спартака» Дмитрий Хлестов поделился мнением о том, стоит ли москвичам продлевать контракт с форвардом Квинси Промесом.",sport
«Бавария» впервые за 13 лет потерпела поражения от итальянского клуба в еврокубках.,sport
ФИФА на официальном сайте опубликовала обновленную версию рейтинга национальных сборных.,sport
15 февраля «Шахтер» и «Марсель» проведут первый матч 1/16 финала Лиги Европы.,sport
"Хавбек мадридского «Реала» Тони Кроос рассказал, что думает о восстановлении вратаря команды Тибо Куртуа после травмы крестообразных связок.",sport
Бывший защитник сборной Португалии Фернанду Мейра оценил уровень главного тренера «Зенита» Сергея Семака.,sport
"Защитник «Ахмата» Андрей Семенов заявил, что лучше быть основным в маленьком клубе, чем запасным в топ-команде.",sport
"Главный тренер «Баварии» Томас Тухель признался, что не переживает о своем будущем после поражения от «Лацио» (0:1) в первом матче 1/8 финала Лиги чемпионов.",sport
Генеральный секретарь Федерации футбола Парагвая Луис Канонникофф поделился ожиданиями от предстоящего матча против сборной России.,sport
"Полузащитник «Арсенала» Мартин Эдегор может вернуться в «Реал», пишет журналист Экрем Конур в соцсети Х (ранее Twitter). Футболист играл в мадридском клубе с 2015 по 2021 год.",sport
Представитель полузащитника «Реал Сосьедад» Арсена Захаряна Геннадий Голубин в комментарии для «СЭ» высказался о шансах футболиста быть вызванным в сборную России на матчи против Сербии и Парагвая.,sport
"«ПСЖ» близок к покупке защитника «Лилля» Лени Йоро, сообщает журналист Экрем Конур в соцсети Х (ранее Twitter).",sport
Представитель российского полузащитника «Реал Сосьедад» Арсена Захаряна Геннадий Голубин в комментарии для «СЭ» отреагировал на поражение от «ПСЖ» (0:2) в первом матче 1/8 финала Лиги чемпионов.,sport
"Защитник «Ювентуса» Бремер в предстоящее трансферное окно может покинуть туринский клуб, сообщает журналист Экрем Конур в соцсети Х (ранее Twitter).",sport
"Представитель полузащитника «Реал Сосьедад» Арсена Захаряна Геннадий Голубин в комментарии для «СЭ» рассказал, что для россиянина значит сыграть в матче 1/8 финала Лиги чемпионов против «ПСЖ» (0:2).",sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» рассказал, какие наказания придумывал тренерский штаб в молодежных командах бело-голубых.",sport
"Защитник «Спартака» Даниил Хлусевич рассказал, что не знает об уголовном деле форварда красно-белых Квинси Промеса.",sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» заявил, что главная цель команды в сезоне-2023/24 — одержать победу в РПЛ.",sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» рассказал, чьи тренировочные сборы были самыми тяжелыми — у Марцела Лички или Сандро Шварца.",sport
15 февраля «Рома» приедет в гости к «Фейеноорду» в первой стыковой игре плей-офф Лиги Европы.,sport
Депутат Госдумы РФ поделился мнением о предстоящем товарищеском матче сборной России против Парагвая. Игра запланирована на 25 марта на «ВТБ Арене» в Москве.,sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» рассказал, что считает себя одним из лидеров московского клуба.",sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» рассказал, как реагировал на отправку в запас после неудачной игры в сезоне.",sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» заявил, что постарается догнать форварда «Зенита» Матео Кассьерру в списке бомбардиров чемпионата России сезона-2023/24.",sport
Спортивный директор «Баварии» Кристоф Фройнд ответил на вопрос о положении главного тренера команды Томаса Тухеля.,sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» объяснил, почему не считает форварда «Манчестер Сити» Эрлина Холанна лучшим футболистом.",sport
Экс-игрок АПЛ Крис Саттон прокомментировал поражение «Баварии» от «Лацио» (0:1) в 1/8 финала Лиги чемпионов.,sport
Нападающий «Лацио» Чиро Иммобиле прокомментировал свой гол в ворота «Баварии» (1:0) в первом матче 1/8 финала Лиги чемпионов.,sport
Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» высказался на тему своей мечты игры за мадридский «Реал».,sport
Технический директор «УМС Алжир» Тауфик Коричи ответил «СЭ» на вопрос о возможном переходе полузащитника Сидахмеда Айсауи в ЦСКА.,sport
Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» рассказал о своих плюсах и минусах.,sport
"Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» объяснил, что изменил в игре команды главный тренер Марцел Личка.",sport
Бывший защитник ЦСКА Седрик Гогуа может в ближайшее время стать игроком «Шинника».,sport
Нападающий «Динамо» Константин Тюкавин в интервью «СЭ» прокомментировал процесс продления контракта с московским клубом.,sport
Бывший тренер сборной России Александр Бородюк поделился ожиданиями от проведения товарищеских матчей Россия — Парагвай и Россия — Сербия.,sport
Полузащитник Денис Глушаков может продолжить карьеру в одном из клубов чемпионата Казахстана.,sport
Экс-игрок «Спартака» Максим Деменко прокомментировал решение суда Амстердама приговорить нападающего красно-белых Квинси Промеса к шести годам тюремного заключения.,sport
Бывший советник руководства «Спартака» Франко Камоцци поделился ожиданиями от товарищеских матчей сборной России против Сербии и Парагвая.,sport
Почетный президент РФС Вячеслав Колосков прокомментировал ситуацию вокруг форварда красно-белых Квинси Промеса.,sport
Бывший заместитель генерального директора «Спартака» Владимир Кузьмичев прокомментировал ситуацию вокруг форварда красно-белых Квинси Промеса.,sport
Бывший главный тренер российских клубов РПЛ Александр Тарханов поделился ожиданиями от матча Россия — Парагвай.,sport
"Адвокат по уголовным делам Максим Калинов объяснил, почему Россия не привлечет нападающего «Спартака» Квинси Промеса к ответственности за контрабанду наркотиков.",sport
"Бывший полузащитник ЦСКА Евгений Алдонин прокомментировал информацию о том, что сборная России проведет товарищеский матч против Парагвая.",sport
Экс-тренер сборной России Борис Игнатьев прокомментировал решение суда Амстердама приговорить нападающего «Спартака» Квинси Промеса к шести годам тюремного заключения.,sport
Адвокат и болельщик «Динамо» Александр Добровинский прокомментировал решение суда Амстердама приговорить нападающего «Спартака» Квинси Промеса к шести годам тюремного заключения.,sport
"Бывший главный тренер «Ростова» Сергей Балахнин прокомментировал информацию о том, что сборная России проведет товарищеский матч против Парагвая.",sport
Нападающий «Лацио» Густав Исаксен прокомментировал победу над «Баварией» (1:0) в первом матче 1/8 финала Лиги чемпионов.,sport
Главный тренер «ПСЖ» Луис Энрике прокомментировал победу над «Реал Сосьедад» (2:0) в первом матче 1/8 финала Лиги чемпионов.,sport
Главный тренер «Лацио» Маурицио Сарри прокомментировал победу над «Баварией» (1:0) в первом матче 1/8 финала Лиги чемпионов.,sport
"«Бавария» после поражения от «Лацио» (0:1) в первом матче 1/8 финала Лиги чемпионов призвала не допускать оскорблений в адрес защитника Дайота Упамекано, который заработал пенальти и получил красную карточку.",sport
Главный тренер «Реал Сосьедад» Иманоль Альгуасиль прокомментировал поражение от «ПСЖ» (0:2) в первом матче 1/8 финала Лиги чемпионов.,sport
Комментатор Дмитрий Губерниев прокомментировал решение суда Амстердама приговорить нападающего «Спартака» Квинси Промеса к шести годам тюремного заключения.,sport
Нападающий «Лацио» Чиро Иммобиле прокомментировал победу над «Баварией» (1:0) в первом матче 1/8 финала Лиги чемпионов.,sport
Нападающий «Пари Сен-Жермен» Килиан Мбаппе прокомментировал победу над «Реал Сосьедад» (2:0) в первом матче 1/8 финала Лиги чемпионов.,sport
Главный тренер «Баварии» Томас Тухель прокомментировал поражение от «Лацио» (0:1) в первом матче 1/8 финала Лиги чемпионов.,sport
Пресс-служба УЕФА объявила старт голосования на звание автора лучшего гола недели в Лиге чемпионов.,sport
"Полузащитник «Реал Сосьедад» Микель Мерино верит, что его команда может отыграться после поражения в первом матче 1/8 финала Лиги чемпионов с «ПСЖ» (0:2).",sport
Пресс-служба УЕФА опубликовала список претендентов на звание лучшего игрока недели в Лиге чемпионов.,sport
Нападающий «Баварии» Томас Мюллер прокомментировал поражение от «Лацио» (0:1) в матче 1/8 финала Лиги чемпионов.,sport
Полузащитник «Реал Сосьедад» Микель Мерино прокомментировал поражение от «ПСЖ» (0:2) в первом матче 1/8 финала Лиги чемпионов.,sport
Полузащитник «Лацио» Маттео Гендузи признан лучшим игроком первого матча 1/8 финала Лиги чемпионов против «Баварии» (1:0).,sport
Игроки сборной Кореи Сон Хын Мин и Ли Кан Ин подрались накануне полуфинала Кубка Азии против Иордании (0:2).,sport
Нападающий «Баварии» Гарри Кейн прокомментировал поражение от «Лацио» (0:1) в первом матче 1/8 финала Лиги чемпионов.,sport
Экс-нападающий «Манчестер Юнайтед» и сборной Англии Уэйн Руни ведет переговоры с компанией Misfits Boxing по поводу проведения боксерского поединка.,sport
Нападающий «ПСЖ» Килиан Мбаппе признан лучшим игроком первого матча 1/8 финала Лиги чемпионов против «Реал Сосьедад».,sport
Экс-игрок «Пари Сен-Жермен» Давид Жинола прокомментировал победу парижской команды над «Реал Сосьедад» в первом матче 1/8 финала Лиги чемпионов.,sport
«Реал Сосьедад» проиграл «ПСЖ» в первом матче 1/8 финала Лиги чемпионов — 0:2.,sport
«Бавария» проиграла «Лацио» в первом матче 1/8 финала Лиги чемпионов — 0:1.,sport
«Лацио» переиграл «Баварию» в первом матче 1/8 финала Лиги чемпионов — 1:0.,sport
«ПСЖ» дома обыграл «Реал Сосьедад» в первом матче 1/8 финала Лиги чемпионов — 2:0.,sport
Полузащитник «Реал Сосьедад» Арсен Захарян появился на поле в матче с «ПСЖ» в первой игре 1/8 финала Лиги чемпионов. Встреча проходит в Париже.,sport
«ПСЖ» забил второй гол в первом матче 1/8 финала Лиги чемпионов против «Реал Сосьедад».,sport
«Лацио» вышел вперед в матче с «Баварией» в первой игре 1/8 финала Лиги чемпионов — 1:0. Встреча проходит в Риме.,sport
Экс-игрок «Спартака» Валерий Гладилин отреагировал на решение суда Амстердама о признании полузащитника «Спартака» Квинси Промеса виновным по делу о контрабанде наркотиков.,sport
«ПСЖ» открыл счет в игре с «Реал Сосьедад» в первом матче 1/8 финала Лиги чемпионов — 1:0. Игра проходит в Париже.,sport
Нападающий «Аль-Насра» Криштиану Роналду прокомментировал победу в первом матче 1/8 финала азиатской Лиги чемпионов против «Аль-Фейха» (1:0).,sport
"Адвокат по уголовным делам Максим Калинов считает, что нападающий «Спартака» Квинси Промес может обжаловать приговор суда Амстердама.",sport
«Брентфорд» объявил о переходе форварда «Брюгге» Игора Тиаго.,sport
Бывший главный тренер сборной России Анатолий Бышовец сравнил полузащитника «Реал Сосьедад» Арсена Захаряна с хавбеком «Аталанты» Алексеем Миранчуком.,sport
Нападающий «Аль-Насра» Криштиану Роналду забил победный гол в первом матче 1/8 финала азиатской Лиги чемпионов против «Аль-Фейха» (1:0).,sport
"Зарема Салихова, супруга бывшего владельца «Спартака» Леонида Федуна пошутила над бывшим спортивным директором клуба Полом Эшуортом после победы команды в Winline Зимнем Кубке РПЛ.",sport
«Болонья» дома обыграла «Фиорентину» в матче 21-го тура чемпионата Италии — 2:0.,sport
«Аль-Наср» на выезде обыграл «Аль-Фейха» в первом матче 1/8 финала азиатской Лиги чемпионов — 1:0.,sport
"Новичок «Спартака», нападающий Манфред Угальде рассказал о ходе адаптации в команде.",sport
Нападающий «Спартака» Манфред Угальде прокомментировал победу над «Кайратом» (6:0) в заключительном матче Winline Зимнего кубка РПЛ.,sport
"Новичок «Спартака», нападающий Манфред Угальде поделился мнением о шансах своей команды на борьбу за победу в чемпионате России.",sport
ПАОК дома проиграл «Панатинаикосу» в первом матче полуфинала Кубке Греции — 1:0.,sport
«Лацио» и «Бавария» объявили составы на первый матч 1/8 финала Лиги чемпионов.,sport
"Главный тренер «Спартака» Гильермо Абаскаль ответил на вопрос, станет ли связка Квинси Промес-Манфред Угальде основной в нападении красно-белых.",sport
«ПСЖ» на своем поле стадиона «Парк де Пренс» в Париже примет в первом матче 1/8 финала Лиги чемпионов «Реал Сосьедад» 14 февраля.,sport
«ПСЖ» и «Реал Сосьедад» объявили составы на первый матч 1/8 финала Лиги чемпионов.,sport
Главный тренер «Спартака» Гильермо Абаскаль прокомментировал игру красно-белых в Winline Зимнем кубке РПЛ.,sport
«Лацио» дома на Олимпийском стадионе в Риме (Италия) примет мюнхенскую «Баварию» в первом матче 1/8 финала Лиги чемпионов 14 февраля.,sport
«Спартак» победил «Кайрат» в матче Winline Зимнего кубка РПЛ — 6:0.,sport
«Спартак» разгромил «Кайрат» в матче Winline Зимнем кубке РПЛ — 6:0.,sport
Полузащитник «Спартака» Виктор Мозес забил гол в матче Winline Зимнего Кубка РПЛ против «Кайрата».,sport
«Спартак» забил пятый гол в ворота «Кайрата» в матче Winline Зимнего кубка РПЛ — 5:0.,sport
15 февраля состоятся матчи стыкового раунда Лиги конференций сезона 2023 / 2024.,sport
«Спартак» забил четвертый гол в ворота «Кайрата» в матче Winline Зимнего кубка РПЛ — 4:0.,sport
«Спартак» забил третий гол в ворота «Кайрата» в матче Winline Зимнего кубка РПЛ — 3:0.,sport
"В четверг, 15 февраля, пройдут матчи стыкового раунда Лиги Европы сезона 2023 / 2024.",sport
"«Тоттенхэм» сделал предложение «Барселоне» о переходе полузащитника Френки де Йонга, сообщает Jijantes.",sport
«Ахмат» победил «Енисей» в товарищеском матче — 2:1.,sport
«Спартак» удвоил преимущество в матче с «Кайратом» в Winline Зимнем кубке РПЛ — 2:0,sport
Главный тренер «Спартака» Гильермо Абаскаль прокомментировал ситуацию вокруг нападающего красно-белых Квинси Промеса.,sport
Россия не получала никаких обращений в связи с признанием нападающего «Спартака» Квинси Промеса виновным по делу о контрабанде наркотиков.,sport
«Спартак» повел в счете в матче с «Кайратом» в Winline Зимнем кубке РПЛ — 1:0.,sport
"Серхио Моралес, агент новичка «Оренбурга» Хорди Томпсона, рассказал, как проходит адаптация чилийского полузащитника в российской команде.",sport
"Бывший форвард «Динамо» Дмитрий Булыкин считает, что у российского полузащитника «Реал Сосьедад» Арсена Захаряна будет шанс себя проявить в матче 1/8 финала Лиги чемпионов против «ПСЖ».",sport
Полузащитник «Локомотива» Даниил Куликов перешел в «Родину».,sport
«Урал» и «Пари НН» сыграли вничью в товарищеском матче — 2:2.,sport
"Бронзовый призер чемпионата Европы по прыжкам в воду Руслан Терновой считает, что форвард «Локомотива» Артем Дзюба мог бы проявить себя в водных дисциплинах.",sport
"«Аль-Фейха» на своем поле сыграет против «Аль-Наср» в матче 1/8 финала Азиатской Лиги чемпионов в среду, 14 февраля.",sport
"Известный футбольный комментатор Геннадий Орлов поделился впечатлениями от завершившегося в Катаре Кубка равноправия, который «Зенит» выиграл с общим счетом 12:1.",sport
Бывший гендиректор московского «Спартака» Юрий Заварзин прокомментировал новость о решении амстердамского суда по делу Квинси Промеса.,sport
«Спартак» и «Кайрат» объявили стартовые составы перед матчем Winline Зимнего кубка РПЛ.,sport
"У спортивного директора «Спартака» Томаша Амарала есть шорт-лист из четырех кандидатов для замены 32-летнего нападающего Квинси Промеса в случае усугубления ситуации по его уголовному делу, сообщает Metaratings.ru.",sport
"Генеральный секретарь РФС Максим Митрофанов рассказал о том, как проходил выбор места проведения матча Россия — Парагвай.",sport
Бывший футболист сборной России Максим Деменко оценил игру новичка «Зенита» Педро.,sport
"Адвокат по уголовным делам Максим Калинов заявил, что Россия сама примет решение, стоит ли экстрадировать футболиста московского «Спартака» Квинси Промеса в Нидерланды.",sport
14 февраля в первом матче 1/8 финала Лиги чемпионов итальянский «Лацио» встретится с немецкой «Баварией».,sport
"Генеральный секретарь РФС Максим Митрофанов сообщил, когда сборная Парагвая прилетит в Россию для товарищеского матча.",sport
Бывший главный тренер «Локомотива» Юрий Семин в комментарии для «СЭ» оценил вероятность выхода полузащитника Арсена Захаряна в стартовом составе «Реал Сосьедад» в первом матче 1/8 финала Лиги чемпионов против «ПСЖ».,sport
«Краснодар» проиграл «Астане» в товарищеской встрече со счетом 2:4.,sport
Нападающий «Миннесоты» Кирилл Капризов прокомментировал продление отстранения российских сборных от участия в международных турнирах.,sport
"Бывший главный тренер «Локомотива» Юрий Семин рассказал «СЭ» о преимуществах стадиона «Динамо» имени Льва Яшина, на котором пройдут товарищеские встречи сборной России со сборными Сербии и Парагвая.",sport
Бывший главный тренер «Спартака» Массимо Каррера поделился мнением о полузащитнике «Аталанты» Алексее Миранчуке.,sport
"Бывший главный тренер «Локомотива» Юрий Семин прокомментировал «СЭ» новость о том, что сборная России проведет товарищеский матч против Парагвая.",sport
Московский «Спартак» сыграет против алматинского «Кайрата» в заключительном матче Winline Зимнего кубка РПЛ 14 февраля.,sport
Бывший главный тренер «Динамо» Сергей Силкин поделился ожиданиями от матча 1/8 финала Лиги чемпионов «ПСЖ» — «Реал Сосьедад».,sport
"Защитник «Спартака» и сборной Парагвая Алексис Дуарте прокомментировал «СЭ» новость о том, что его национальная команда проведет товарищеский матч против России.",sport
«Спартак» готов до конца зимнего трансферного окна расстаться с четырьмя игроками.,sport
Главный тренер «Манчестер Сити» высказался о предстоящем уходе Юргена Клоппа из «Ливерпуля».,sport
"Испанская комиссия по борьбе с насилием, расизмом, ксенофобией и нетерпимостью в спорте постановила оштрафовать на 6 тысяч евро фаната, который засунул палец между ягодиц игроку «Севильи» Лукасу Окампосу.",sport
