text,topic
"Калинская: Понимала, что, если не буду играть агрессивно, Свентек меня уничтожит",sport
"Калинская стала второй теннисисткой, прошедшей от квалификации до финала турнира WTA 1000",sport
Калинская победила Свентек и вышла в финал турнира в Дубае,sport
Хачанов обыграл Попырина и вышел в финал турнира в Дохе,sport
"Бадоса: Теннис — моя жизнь, и я сделаю все, чтобы вернуться как можно скорее",sport
Паолини обыграла Кирстю и вышла в финал турнира в Дубае,sport
"Алькарас — об успехах Синнера: Никакого секрета нет, он очень много работал",sport
"Меншик: В теннисе меня вдохновляет Джокович. Если бы не он, меня бы здесь не было",sport
"Стало известно, какие призовые на ЧМ-2024 заработали Йоханнес Бё и остальные биатлонисты",sport
"Казакевич: ""Степанова одна из сильнейших лыжниц в России""",sport
"Долль сообщил, что завершит карьеру после сезона-2023/2024",sport
Тихонов прокомментировал новость о подозрении в коррупции президента IBU Далина,sport
Губерниев отреагировал на обвинения главы IBU Далина в коррупции,sport
Главу Международного союза биатлонистов Далина подозревают в коррупции,sport
"Фийон Майе: ""Планы на конец сезона — победить норвежцев""",sport
"Кристина Резцова: ""Надеюсь, этот сезон будет худшим в моей карьере""",sport
"Васильев: ""Если кто-то из россиян поедет на Олимпиаду, они сильно упадут в моих глазах и потеряют всякое уважение""",sport
"Майгуров заявил, что не понимает, в чём обвиняют Бессеберга",sport
"Резцова признала, что не была готова к Спартакиаде ",sport
Ишмуратова назвала бредом слова норвежского журналиста про Большунова,sport
"Елена Вяльбе: ""Никакая мы не семья с биатлонистами""",sport
"Латыпов, Логинов и Халили выступят в ""Гонке Легкова""",sport
Кристина Резцова оценила организацию соревнований на Спартакиаде ,sport
"Его высочество Бьёрндален. История величайшего биатлониста, победившего время ",sport
"Андрей Расторгуев: ""Меня не волнует, что обо мне говорит Самуэльссон""",sport
Рёйселанд высказалась о провале женской сборной Норвегии на ЧМ-2024,sport
Бьёрндален раскритиковал сборную Норвегии за ситуацию с отъездом Стрёмсхейма,sport
"Тарьей Бё назвал лучшего биатлониста из тройки Бьёрндален, Фуркад и Йоханнес",sport
"Расторгуев: ""Хочу поблагодарить команду, которая весь чемпионат работает феноменально""",sport
Франция победила в медальном зачете чемпионата мира по биатлону,sport
Самуэльссон отказался поздравлять Расторгуева с серебром масс-старта на чемпионате мира,sport
Расторгуев прокомментировал серебро в масс-старте на ЧМ,sport
"Йоханнес Бё стал 20-кратным чемпионом мира, сравнявшись с Бьорндаленом",sport
Йоханнес Бё выиграл масс-старт на чемпионате мира в Нове Место,sport
"Йоханнес Бё выигрывает масс-старт на чемпионате мира по биатлону, Расторгуев - второй",sport
"Васильев: ""Спартакиада для нас на сегодня равнозначна чемпионату мира""",sport
"Биатлон, чемпионат мира, Масс-старт, Нове Место, мужчины, прямая текстовая онлайн трансляция",sport
Бреза-Буше повторила уникальное достижение Домрачёвой и Нойнер,sport
Ройвал победил Морено решением судей в главном бою UFC Fight Night 237,sport
Немков с помощью удушающего приёма победил бразильца Каппелоццу на турнире PFL vs Bellator,sport
Вагабов нанёс поражение Штыркову на турнире ,sport
"Тони Фергюсон рассказал, как команда Хабиба угрожала его семье",sport
"Рафаэль Физиев: ""Пётр Ян находится в бешенной форме""",sport
Чемпион UFC Топурия рассказал о планах по проведению боя с Махачевым ,sport
В лиге PFL назвали соперника Нганну по дебютному бою,sport
Боец ММА Дацик вместе с сыном отправился в зону проведения СВО ,sport
Президент UFC Дана Уайт назвал трёх любимых бойцов ММА всех времён,sport
"Боец UFC Фахретдинов: ""Цены на жильё в Саранске заставили меня плакать""",sport
Представитель Чимаева отреагировал на информацию о поединке Хамзата с Адесаньей,sport
Ян поднялся на четвёртое место в рейтинге UFC в легчайшем весе,sport
Уайт сделал заявление о будущем Макгрегора в UFC,sport
Экс-чемпиону мира по боксу Пакьяо не разрешили выступить на Олимпиаде в Париже ,sport
Глава UFC оценил победу Топурии над Волкановски ,sport
